id,label,prediction,probability,input_text
519,0,1,0.9968552589416504,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . 
527,0,1,0.9035643339157104,it has all the excitement of eating oatmeal . 
543,0,1,0.7383312582969666,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . "
544,0,1,0.9886272549629211,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . "
546,1,0,0.8139815330505371,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . "
561,1,0,0.9233630895614624,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . "
571,0,1,0.8681156039237976,"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . "
579,0,1,0.9346052408218384,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . "
580,0,1,0.9672846794128418,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . "
595,0,1,0.6046923398971558,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . "
597,0,1,0.5513665676116943,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . "
604,0,1,0.8455682992935181,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . 
643,1,0,0.8004245162010193,"the jabs it employs are short , carefully placed and dead-center . "
645,0,1,0.8107720613479614,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . "
646,0,1,0.7487838864326477,"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes . "
656,1,0,0.9914002418518066,"so much facile technique , such cute ideas , so little movie . "
673,1,0,0.7118843793869019,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . "
685,1,0,0.96790611743927,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . 
692,0,1,0.6422742605209351,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . "
695,0,1,0.8391702771186829,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . "
699,1,0,0.9414150714874268,"... routine , harmless diversion and little else . "
702,0,1,0.7335663437843323,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . "
724,0,1,0.9701298475265503,it 's everything you do n't go to the movies for . 
735,0,1,0.982054591178894,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
736,0,1,0.7990980744361877,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . 
741,1,0,0.9391236901283264,but it still jingles in the pocket . 
749,1,0,0.5796273350715637,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . 
764,0,1,0.7100492119789124,"movie fans , get ready to take off ... the other direction . "
791,0,1,0.9957798719406128,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . "
805,0,1,0.5824174880981445,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . "
812,1,0,0.9535344839096069,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
827,0,1,0.807214617729187,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . "
832,0,1,0.9198369979858398,manages to show life in all of its banality when the intention is quite the opposite . 
846,0,1,0.9687467813491821,"an absurdist comedy about alienation , separation and loss . "
862,0,1,0.9916320443153381,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . "
863,0,1,0.5887508392333984,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . "
867,0,1,0.9549271464347839,has all the depth of a wading pool . 
