id,label,prediction,probability,input_text
115,0,1,0.9071000218391418,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.7789989113807678,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
121,0,1,0.702989935874939,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
123,1,0,0.844801127910614,turns potentially forgettable formula into something strangely diverting . 
136,0,1,0.8430976271629333,looks and feels like a project better suited for the small screen . 
145,0,1,0.6523930430412292,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . 
149,1,0,0.5154033303260803,"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . "
172,1,0,0.8182409405708313,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 
175,1,0,0.8783460855484009,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . "
176,0,1,0.5012287497520447,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . "
180,0,1,0.5838096737861633,"unfortunately , it 's not silly fun unless you enjoy really bad movies . "
183,0,1,0.8865098357200623,"the lower your expectations , the more you 'll enjoy it . "
186,1,0,0.6187102198600769,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . "
192,1,0,0.6268756985664368,"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . "
193,1,0,0.5015081167221069,"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . "
194,1,0,0.7748404145240784,"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . "
195,1,0,0.6352077126502991,my thoughts were focused on the characters . 
201,1,0,0.6093612313270569,"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . "
205,1,0,0.7993090152740479,falls neatly into the category of good stupid fun . 
213,0,1,0.5524524450302124,"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . "
215,1,0,0.6771585941314697,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . "
218,0,1,0.9886167645454407,"all that 's missing is the spontaneity , originality and delight . "
223,1,0,0.575711190700531,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . "
235,1,0,0.5048879981040955,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . "
236,1,0,0.5749098658561707,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 
238,0,1,0.7606216669082642,"an occasionally funny , but overall limp , fish-out-of-water story . "
248,1,0,0.662146806716919,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . "
249,1,0,0.9309555888175964,huston nails both the glad-handing and the choking sense of hollow despair . 
253,0,1,0.8414095044136047,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . "
266,1,0,0.6238145232200623,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . "
269,0,1,0.9625643491744995,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . "
271,1,0,0.5020111799240112,as unseemly as its title suggests . 
273,1,0,0.5798360705375671,"minority report is exactly what the title indicates , a report . "
274,0,1,0.729802668094635,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . "
282,1,0,0.6631930470466614,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer "
284,0,1,0.5945444107055664,directed in a paint-by-numbers manner . 
292,0,1,0.9708906412124634,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . 
301,0,1,0.7565258145332336,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . "
312,0,1,0.8517761826515198,i 'll bet the video game is a lot more fun than the film . 
318,0,1,0.898364245891571,hit and miss as far as the comedy goes and a big ole ' miss in the way of story . 
322,0,1,0.6769901514053345,that 's pure pr hype . 
323,1,0,0.8700682520866394,a painfully funny ode to bad behavior . 
324,1,0,0.762965202331543,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . "
332,1,0,0.512084424495697,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . 
346,0,1,0.5140305161476135,"not only unfunny , but downright repellent . "
354,1,0,0.8860511779785156,"the film is quiet , threatening and unforgettable . "
356,0,1,0.5352919101715088,"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . "
358,1,0,0.8188382387161255,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 
375,1,0,0.8758049011230469,we have n't seen such hilarity since say it is n't so ! 
382,0,1,0.8716309666633606,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . 
401,1,0,0.6777362823486328,"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine "
416,1,0,0.7107544541358948,a giggle a minute . 
420,0,1,0.5771952867507935,"one of the more irritating cartoons you will see this , or any , year . "
422,1,0,0.8318674564361572,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . "
433,1,0,0.6313707828521729,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . "
446,0,1,0.6967753767967224,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . "
448,1,0,0.8406526446342468,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . "
449,0,1,0.7715096473693848,oh come on . 
454,0,1,0.5185570120811462,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . "
494,0,1,0.9750874638557434,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . "
495,1,0,0.8776404857635498,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . 
501,1,0,0.7372068166732788,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . "
509,1,0,0.8927429914474487,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
513,0,1,0.7780444025993347,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . "
519,0,1,0.9366425275802612,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . 
527,0,1,0.6639336347579956,it has all the excitement of eating oatmeal . 
528,1,0,0.9825710654258728,"it haunts , horrifies , startles and fascinates ; it is impossible to look away . "
532,1,0,0.5120284557342529,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . "
543,0,1,0.7323857545852661,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . "
544,0,1,0.986108124256134,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . "
546,1,0,0.666311502456665,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . "
548,0,1,0.7030137777328491,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . "
575,0,1,0.5000636577606201,"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . "
579,0,1,0.6020804047584534,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . "
589,1,0,0.8472905158996582,if your taste runs to ` difficult ' films you absolutely ca n't miss it . 
604,0,1,0.5996555685997009,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . 
605,1,0,0.8938201069831848,puts a human face on a land most westerners are unfamiliar with . 
608,1,0,0.7658188343048096,"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . "
614,1,0,0.6492230892181396,"against all odds in heaven and hell , it creeped me out just fine . "
616,1,0,0.6953689455986023,"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . "
631,0,1,0.6407744884490967,burns never really harnesses to full effect the energetic cast . 
633,1,0,0.7003945112228394,"still , as a visual treat , the film is almost unsurpassed . "
634,1,0,0.8194194436073303,"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . "
643,1,0,0.8148468732833862,"the jabs it employs are short , carefully placed and dead-center . "
667,1,0,0.5411487817764282,"good film , but very glum . "
672,0,1,0.7953723669052124,"in all , this is a watchable movie that 's not quite the memorable experience it might have been . "
673,1,0,0.8717063665390015,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . "
675,1,0,0.5302959680557251,slick piece of cross-promotion . 
678,1,0,0.7062974572181702,"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . "
683,1,0,0.6064367890357971,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . 
685,1,0,0.9257156848907471,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . 
689,0,1,0.8328235745429993,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . "
691,1,0,0.7467344999313354,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it . "
692,0,1,0.7593428492546082,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . "
699,1,0,0.5553231239318848,"... routine , harmless diversion and little else . "
702,0,1,0.6143009066581726,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . "
727,0,1,0.7185893654823303,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . "
733,0,1,0.5348665118217468,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . "
735,0,1,0.9183341860771179,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
741,1,0,0.8528153896331787,but it still jingles in the pocket . 
742,1,0,0.6352468132972717,"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . "
749,1,0,0.8997328281402588,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . 
757,0,1,0.6654047966003418,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . 
760,1,0,0.8090544939041138,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . "
766,1,0,0.5055310130119324,"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . "
771,0,1,0.6568283438682556,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . "
773,1,0,0.5924663543701172,it 's a beautiful madness . 
782,1,0,0.5552563071250916,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 
785,1,0,0.5403543710708618,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . "
791,0,1,0.9238686561584473,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . "
798,0,1,0.6073800325393677,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . "
805,0,1,0.7787647247314453,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . "
812,1,0,0.683067262172699,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
818,0,1,0.5956072807312012,the only excitement comes when the credits finally roll and you get to leave the theater . 
829,0,1,0.6329472661018372,teen movies have really hit the skids . 
832,0,1,0.9151265025138855,manages to show life in all of its banality when the intention is quite the opposite . 
834,1,0,0.5536273717880249,collateral damage finally delivers the goods for schwarzenegger fans . 
841,1,0,0.6013764142990112,there 's a wickedly subversive bent to the best parts of birthday girl . 
847,1,0,0.7946233153343201,"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' "
862,0,1,0.9950290322303772,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . "
867,0,1,0.8566299676895142,has all the depth of a wading pool . 
869,0,1,0.7477893829345703,a subject like this should inspire reaction in its audience ; the pianist does not . 
